RUM1,RUM2,RUM3,RUM4,RUM5,RUM6,RUM7,RUM8,RUM9,RUM10,RUM11,RUM12,MARS3_1,MARS4_1,MARS5_1,MARS10_1,MARS13_1,MESI1_1,MESI2_1,MESI3_1,MESI4_1,MESI5_1,MESI6_1,MESI7_1,TAS1_1,TAS2_1,TAS3_1,TAS4_1,TAS5_1,TAS6_1,TAS7_1,TAS8_1,TAS9_1,TAS10_1,TAS11_1,TAS12_1,TAS13_1,TAS14_1,TAS15_1,TAS16_1,TAS17_1,TAS18_1,TAS19_1,TAS20_1,DERS1_1,DERS2_1,DERS3_1,DERS4_1,DERS5_1,DERS6_1,DERS7_1,DERS8_1,DERS9_1,DERS10_1,DERS11_1,DERS12_1,DERS13_1,DERS14_1,DERS15_1,DERS16_1,DASS1_1,DASS2_1,DASS3_1,DASS4_1,DASS5_1,DASS6_1,DASS7_1,DASS8_1,DASS9_1,DASS10_1,DASS11_1,DASS12_1,DASS13_1,DASS14_1,DASS15_1,DASS16_1,DASS17_1,DASS18_1,DASS19_1,DASS20_1,DASS21_1,Age,Gender,Ethnicity,EthnicityOther,MusicExperience1,Yearsplayed,HoursListened,Genre,GenreOther,SadSong,SadSongWhy,playlist_name,playlist_uri,playlist_tracks_url,playlist_num_tracks,snapshot_id,playlist_img,track_name,track_uri,artist_name,album_name,album_img,track_added_at,track_popularity,track_preview_url,track_open_spotify_url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode
3,4,4,5,4,2,4,4,3,3,4,4,3,4,3,3,3,3,4,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,4,4,4,4,3,3,3,3,5,3,3,4,4,3,3,4,3,3,4,3,3,4,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,2,1,4,0,0,,1,2,2,11,,Happy - Marina and the Diamonds,Because the lyrics give me hope,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Happy,6xkAnyEoJ2VDZuh7xfdl3Z,Marina,FROOT,https://i.scdn.co/image/3dcc9b31defd5d074a8dd6971a4c87d4e16a0c87,2018-12-29T18:11:36Z,50,https://p.scdn.co/mp3-preview/e25e499526715e2be4b7a085ce54e67c99f67ddb?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/6xkAnyEoJ2VDZuh7xfdl3Z,0.289,0.35,F,-10.856,major,0.0367,0.872,0,0.0826,0.0885,79.625,243843,4,F major
2,3,2,4,4,2,4,4,3,2,4,4,1,4,5,4,2,5,5,5,5,3,5,5,1,2,1,4,4,1,3,3,1,3,2,1,1,1,3,3,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,0,,1,2,4,11,,Happy - Pharrell Williams ,cheers me up,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Happy,6NPVjNh8Jhru9xOmyQigds,Pharrell Williams,Despicable Me 2 (Original Motion Picture Soundtrack),https://i.scdn.co/image/d8a6239b6b6065b4d04d4f3fc97cbfc752cfd9e7,2018-12-29T16:40:57Z,73,https://p.scdn.co/mp3-preview/609cf640a652b3ca4d22b1d604f0885b7a591af9?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/6NPVjNh8Jhru9xOmyQigds,0.652,0.757,C#,-6.819,major,0.153,0.286,0,0.0886,0.962,159.911,233305,4,C# major
4,5,4,4,2,5,4,3,4,4,2,5,2,1,1,1,4,4,5,5,4,2,3,1,3,4,3,1,3,2,4,5,3,4,4,1,3,2,5,4,5,1,3,3,4,2,1,1,2,1,1,1,1,1,1,3,2,4,2,1,1,0,1,0,3,1,1,0,2,1,1,2,0,0,0,1,1,0,0,0,2,7,0,0,,1,2,4,11,,HAPPY pharrel williams ,Makes me happy,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Happy,6NPVjNh8Jhru9xOmyQigds,Pharrell Williams,Despicable Me 2 (Original Motion Picture Soundtrack),https://i.scdn.co/image/d8a6239b6b6065b4d04d4f3fc97cbfc752cfd9e7,2018-12-29T16:41:11Z,73,https://p.scdn.co/mp3-preview/609cf640a652b3ca4d22b1d604f0885b7a591af9?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/6NPVjNh8Jhru9xOmyQigds,0.652,0.757,C#,-6.819,major,0.153,0.286,0,0.0886,0.962,159.911,233305,4,C# major
3,3,3,3,3,3,4,3,3,2,2,3,4,3,3,1,1,3,3,3,2,1,5,2,3,3,3,3,4,2,3,5,3,3,3,1,1,3,3,3,1,5,4,2,3,3,4,4,3,2,3,1,3,2,3,1,2,3,4,3,2,2,1,1,1,1,1,1,0,3,1,3,3,2,2,0,0,1,0,0,0,2,1,0,,1,3,5,13,,Havana,The upbeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,3,4,5,5,1,4,4,1,3,2,2,2,1,4,1,1,3,4,4,1,1,1,4,4,4,3,2,5,4,4,1,3,2,1,1,2,1,2,1,1,5,5,1,4,4,2,1,4,3,1,1,1,2,1,1,1,2,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,Mixed white-caribbean,1,1,2,13,,Hello-Adele,It makes me feel worse for a while then it gets better,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Hello,4aebBr4JAihzJQR0CiIZJv,Adele,25,https://i.scdn.co/image/c018e59487df998eb8587d312b0b3233fdeff0fc,2018-12-29T17:31:57Z,71,https://p.scdn.co/mp3-preview/4ab65f9b193ccc37f2059344322462ae5e9dac90?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/4aebBr4JAihzJQR0CiIZJv,0.47,0.431,F,-6.129,minor,0.0342,0.329,0,0.0854,0.289,157.98,295502,4,F minor
2,4,4,4,4,1,4,5,1,1,1,5,2,1,5,1,1,4,4,4,4,4,5,1,4,4,4,1,5,2,4,4,5,3,4,5,5,5,4,2,4,2,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,3,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,7,0,0,,1,1,2,5,,How to dissapear completely - radiohead,Because it exress how i feel and i can relate to it,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,How To Disappear Completely,69pwmeyvQMuHMtkCmpEWhQ,Radiohead,Kid A,https://i.scdn.co/image/0a6b1c237ab9f7d7da0a04e3e5dba0f022daa20c,2018-12-29T17:26:45Z,56,https://p.scdn.co/mp3-preview/a7631fa65da16818cf24822b44ff1be7d9cf30f6?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/69pwmeyvQMuHMtkCmpEWhQ,0.168,0.302,F#,-11.645,minor,0.0344,0.315,0.79,0.11,0.205,102.041,356333,4,F# minor
2,4,2,4,4,2,4,4,2,4,3,2,3,2,3,1,3,4,5,4,3,4,1,4,2,3,1,3,5,2,3,1,2,5,2,3,2,1,3,1,5,4,4,1,2,2,5,2,4,4,5,1,2,3,2,2,2,4,4,4,0,1,1,0,2,1,0,0,2,1,0,0,1,1,1,1,1,0,1,0,2,3,0,0,,0,,3,9,,Hurt - Johnny Cash,It feels like it helps purge those bad feelings somehow,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Hurt,28cnXtME493VX9NOw9cIUh,Johnny Cash,American IV: The Man Comes Around,https://i.scdn.co/image/caa334a497de0d0c321a28f4861f79d42ce4f9e9,2018-12-29T17:59:04Z,74,NA,https://open.spotify.com/track/28cnXtME493VX9NOw9cIUh,0.518,0.401,A,-7.583,minor,0.0284,0.642,1.85E-04,0.118,0.171,92.148,216533,4,A minor
4,5,5,5,5,2,5,4,1,3,5,4,2,2,3,2,2,5,5,5,3,4,2,4,2,5,1,2,5,3,2,1,4,5,4,4,3,2,5,4,2,4,4,5,5,1,4,1,4,3,5,3,4,4,4,1,2,2,5,5,1,1,2,3,3,2,0,1,3,1,2,1,1,2,0,1,2,2,1,0,0,3,0,0,,1,1,11,14,,Hybrid Minds - Demons,"Reminds me of a girl who recently moved on from me, she is the reason I have felt sad the last couple of months",Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Demons,6Gre5a1gRdfFFk9et07wQI,Hybrid Minds,Elements,https://i.scdn.co/image/16c80c918943b4979b056cbce191c354a7089da1,2018-12-29T17:33:20Z,38,https://p.scdn.co/mp3-preview/6f5fc6af8d95779c8efb728408290fba1452dde4?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/6Gre5a1gRdfFFk9et07wQI,0.417,0.906,A,-3.891,major,0.0459,0.00341,0.0177,0.862,0.0376,173.997,300690,4,A major
3,2,3,4,3,3,4,4,3,2,4,3,3,2,3,2,4,3,4,4,2,3,2,2,2,4,1,3,3,2,2,2,2,4,2,2,2,1,5,3,4,4,3,2,2,2,4,3,2,3,4,2,2,4,2,2,2,2,4,3,1,0,0,1,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,,1,2,3,11,,i do not know,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,3,5,4,1,5,4,1,2,5,5,6,4,4,3,5,1,3,2,1,1,1,3,3,3,2,2,4,2,1,3,2,4,4,4,1,5,5,3,5,5,3,2,3,4,2,2,3,1,2,4,2,4,2,2,4,2,1,2,1,"1,2",0,1,1,1,0,0,1,1,2,1,1,1,0,1,0,2,0,0,0,7,0,3,mixed - white and asian,0,,1,-99,,I dont listen to music really..,I dont listen to music really..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,5,5,2,4,4,2,1,4,4,5,2,3,1,2,2,2,3,4,1,1,2,1,2,4,4,3,2,4,3,1,5,2,3,3,1,4,5,4,3,2,1,2,2,5,2,2,4,5,2,4,4,2,4,2,4,4,5,1,0,2,3,2,0,1,1,0,3,3,2,3,0,2,1,2,1,2,3,2,2,0,0,,1,2,2,13,,I dont listen to music when sad,I dont listen to music when sad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,4,4,4,2,2,4,2,4,4,2,4,4,1,1,1,1,4,4,4,2,2,3,1,4,5,1,1,4,5,1,5,4,4,4,4,1,1,4,5,5,5,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,4,12,,I fall apart - Post Malone,Good song,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,Post Malone,Stoney (Deluxe),https://i.scdn.co/image/6d4881dd0c8aca50307fa7497695e459f09964c6,2018-12-29T17:54:26Z,87,NA,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,G#,-5.408,minor,0.0382,0.0689,0,0.196,0.291,143.95,223347,4,G# minor
4,1,2,3,1,2,2,3,4,4,3,1,2,1,1,1,1,4,3,5,0,0,4,4,1,1,1,5,5,3,1,4,1,3,2,2,1,1,3,3,2,4,3,3,1,1,4,1,1,1,3,1,1,3,1,3,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,,1,2,2,11,,I got bills,Its upbeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,5,5,2,4,4,5,2,3,3,2,2,2,2,2,4,4,4,4,3,2,3,4,3,3,4,2,4,2,3,4,4,4,4,4,4,2,1,3,4,4,3,4,3,4,4,2,4,4,4,4,2,4,3,4,4,4,4,2,1,2,1,3,2,1,2,2,3,2,1,2,1,0,0,1,1,0,1,2,7,0,0,,1,2,4,4,,I know its over - The smiths,It's also really sad,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,I Know It's Over - 2011 Remastered Version,3M2bD9SMYnJIPdrTKUnBd3,The Smiths,The Queen Is Dead,https://i.scdn.co/image/b7fac1b9cf9f01e5cf66d3bfde7cffa1c9e0c234,2018-12-29T17:24:20Z,57,https://p.scdn.co/mp3-preview/9d7ea7fcb7c698ac797a56c8821bf37d7c943ca1?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/3M2bD9SMYnJIPdrTKUnBd3,0.407,0.424,C,-10.583,major,0.0318,0.0847,0,0.234,0.404,113.311,349187,3,C major
4,5,4,4,2,2,2,3,4,2,2,4,1,2,1,1,2,5,4,5,5,4,5,5,3,4,1,2,4,2,2,3,4,4,2,2,2,4,4,2,4,4,2,2,4,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,2,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,4,1,0,,1,2,4,5,,I Lived - OneRepublic,I find the upbeat music cheer me up and lyrics help become enthusiastic or inspired,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,I Lived,3IQF4xCQUPicbA4hWfTxPo,OneRepublic,Native,https://i.scdn.co/image/214301027935eb9b0836178b99a048052e3f6927,2018-12-29T16:40:36Z,60,NA,https://open.spotify.com/track/3IQF4xCQUPicbA4hWfTxPo,0.593,0.851,A,-5.456,major,0.0446,0.0683,0,0.271,0.344,119.987,234547,4,A major
3,4,5,4,4,1,4,4,1,1,4,4,2,2,1,1,2,5,4,5,5,3,3,5,4,4,3,3,2,3,1,2,4,4,3,1,1,3,3,4,5,3,4,3,3,3,5,2,4,4,5,2,3,5,2,2,4,4,5,4,0,0,0,0,2,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,,1,2,7,5,,I Still Hate You - The Bottom Line,it's funny,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,I Still Hate You,5WbOlSv4qhfYwmkqtZkqjW,The Bottom Line,I Still Hate You - EP,https://i.scdn.co/image/2ba3e75896d3380959180b31fa95373514b11bea,2018-12-29T17:21:16Z,19,https://p.scdn.co/mp3-preview/ceb64e116c131e58f3862d3ecf83852db316d35b?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/5WbOlSv4qhfYwmkqtZkqjW,0.292,0.908,E,-3.855,major,0.0686,2.28E-04,0,0.109,0.644,140.004,261462,4,E major
3,4,5,5,5,1,5,5,1,1,5,5,1,1,1,1,7,5,3,5,3,5,5,5,4,5,3,3,4,4,3,3,3,3,3,3,3,5,5,3,3,3,3,3,4,4,3,4,4,3,4,4,4,2,4,4,4,3,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,,1,2,4,8,,I wanna talk about me ,Makes me believe in myself,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,5,5,5,2,5,5,1,4,5,5,4,5,4,3,5,3,5,3,2,4,0,1,4,5,1,2,5,5,5,3,5,2,3,5,5,5,4,4,3,5,3,3,5,5,5,3,5,5,5,4,5,5,5,4,5,5,5,5,3,0,2,2,2,2,0,1,1,2,0,2,1,2,1,2,3,2,3,3,2,3,1,0,,1,2,3,11,,Idk,Idk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,5,4,5,5,1,5,4,1,1,2,4,1,2,7,4,4,4,4,3,4,4,4,2,1,4,5,3,4,2,4,2,4,4,2,4,4,4,2,4,5,2,4,4,4,4,4,3,5,5,5,2,2,4,4,5,4,4,4,4,3,2,2,2,1,3,1,2,1,2,3,3,3,2,2,3,3,3,1,2,2,7,1,0,,1,3,2,11,,If it means alot to you - a day to remember,Its very powerful and emotional,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,If It Means a Lot to You,6J7cSyvSCnPwv3vqHchEfL,A Day To Remember,Homesick,https://i.scdn.co/image/0c15cbab6487c63f7fcb9fc4b485a8a4377687e1,2018-12-29T18:09:03Z,66,https://p.scdn.co/mp3-preview/a5580ebdac0d1871ab42a917884f6d6eef393b04?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/6J7cSyvSCnPwv3vqHchEfL,0.584,0.536,A#,-8.158,major,0.0279,0.112,0,0.456,0.44,126.996,243227,4,A# major
5,5,5,4,4,5,5,5,1,1,5,5,3,1,4,1,1,4,5,4,4,5,5,5,1,1,1,5,4,1,1,1,1,5,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,,0,,3,12,,Ignition r kelly,Kelly clarkson,Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Ignition,29pIgBybQFDDuZEu2wMaEA,R. Kelly,Chocolate Factory,https://i.scdn.co/image/45fc1b03c63e3d8d6337b95787833345ba5a26f4,2018-12-29T17:18:09Z,45,https://p.scdn.co/mp3-preview/0048002aeb4f6844010ada19ec510365f1d051c7?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/29pIgBybQFDDuZEu2wMaEA,0.802,0.325,A#,-9.762,minor,0.15,0.338,0,0.0897,0.73,66.493,196240,4,A# minor
2,4,2,2,3,2,3,2,4,4,2,2,2,2,1,2,2,5,5,4,4,4,4,4,2,2,1,4,3,2,2,4,2,4,2,2,2,1,2,2,1,4,4,2,2,2,2,2,2,2,3,2,2,4,2,1,2,2,2,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,1,0,,1,3,8,5,,In Bloom - Neck Deep,"It has a positive message, is a relaxed song so helps me feel less tense, and provides positivity ",Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,In Bloom,6WoyghnMAvDDRbZfFbpwEo,Neck Deep,The Peace And The Panic,https://i.scdn.co/image/79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4,2018-12-29T16:06:25Z,60,https://p.scdn.co/mp3-preview/b9cad39e5e0421af43eb9c31190b064ab094e660?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/6WoyghnMAvDDRbZfFbpwEo,0.594,0.959,G,-4.697,major,0.0486,0.00359,1.34E-05,0.101,0.381,110.979,218055,4,G major
2,4,3,4,3,2,4,5,2,2,4,4,2,2,2,1,4,5,5,5,4,4,4,5,4,4,1,4,4,2,2,2,3,5,3,2,2,1,2,3,4,5,5,4,3,3,5,4,4,2,4,2,2,3,4,2,2,3,4,4,0,"1,2",0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,5,1,3,scottish-thai,1,3,2,6,,Iridescent- Linkin Park,"it has a beautiful, uplifting chorus",Study2MusicRecoveryFromSadness,1HBFSqAXLML13GqmqMsZ0o,https://api.spotify.com/v1/playlists/1HBFSqAXLML13GqmqMsZ0o/tracks?offset=0&limit=100,126,MTI5LDE2NDgwNWQ2YzA4NTM4N2E5YTYyNTJjMTY0ZmQ4MjhkMTlhMjQxYjg=,https://mosaic.scdn.co/640/62cbbb3ffd4dd111c11e8f0d2ac0c5dfa1585a1f79c42a551a5d7f7cd8dd5ddd6efdd089a3b6e8c4bd110da2257ffc812311537c8689b686f63cf71be1e39d7fc409f95d2b3c04964875fb0d7f1fe8a0,Iridescent,69ZEgPX0hxWXJIqkTlYz41,Linkin Park,A Thousand Suns,https://i.scdn.co/image/38fed8308958f74c76e71f75f38063ccaea4505b,2018-12-29T17:04:01Z,59,https://p.scdn.co/mp3-preview/cb5b84cf816a2aadc4161ce9dabaa258b25fd095?cid=71df4006c91441bc8755ad3b5b9bd0d2,https://open.spotify.com/track/69ZEgPX0hxWXJIqkTlYz41,0.484,0.727,C,-6.107,major,0.0358,0.198,0.00204,0.107,0.216,120.066,296560,4,C major
