id,MusicAccess,MusicAccessNo,Age,Gender,Ethnicity,Nationality,Sample,MARS1_1,MARS2_1,MARS3_1,MARS4_1,MARS5_1,MARS6_1,MARS7_1,MARS8_1,MARS9_1,MARS10_1,MARS11_1,MARS12_1,MARS13_1,MARS14_1,MARS15_1,POMSDSF1_1,POMSDSF2_1,POMSDSF3_1,POMSDSF4_1,POMSDSF5_1,POMSDSF6_1,POMSDSF7_1,POMSDSF8_1,Sadness_MIP,MIP_timing_3,POMSDSF1_2,POMSDSF2_2,POMSDSF3_2,POMSDSF4_2,POMSDSF5_2,POMSDSF6_2,POMSDSF7_2,POMSDSF8_2,Condition,Cond_Control,Control_timing_3,Cond_Chet,Chet_timing_3,Cond_SelfSelected,Cond_SS_Instructions,Cond_SS_Timer_3,SelfSelected_Song1,SelfSelected_Song2,track_name,artist_name,album_name,track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,key_mode,POMSDSF1_3,POMSDSF2_3,POMSDSF3_3,POMSDSF4_3,POMSDSF5_3,POMSDSF6_3,POMSDSF7_3,POMSDSF8_3,MusicInfo4_1,RRQ1_1,RRQ2_1,RRQ3_1,RRQ4_1,RRQ5_1,RRQ6_1,RRQ7_1,RRQ8_1,RRQ9_1,RRQ10_1,RRQ11_1,RRQ12_1,RRQ13_1,RRQ14_1,RRQ15_1,RRQ16_1,RRQ17_1,RRQ18_1,RRQ19_1,RRQ20_1,RRQ21_1,RRQ22_1,RRQ23_1,RRQ24_1
22,1, ,25,1,1,Australian,1,6,6,3,1,4,6,6,6,7,1,6,5,3,1,4,0,1,1,0,0,0,0,0,1,315.801,1,2,2,0,0,0,0,0,1,1,301.939, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0, ,2,3,2,5,4,2,4,4,2,2,3,3,2,2,3,3,2,3,3,2,3,3,2,3
24,1, ,21,1,2,Australian,2,4,5,2,1,4,5,5,4,5,1,4,4,2,4,5,0,0,0,0,0,0,0,0,1,315.955,1,3,2,0,0,0,0,0,1,1,305.153, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0, ,2,2,4,4,4,2,4,4,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,4
25,1, ,19,0,2,Australian,1,5,5,2,4,1,5,5,4,5,1,3,5,5,4,5,0,0,1,0,0,0,0,0,1,316.162,0,1,1,0,0,1,0,0,1,1,283.779, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,0, ,5,4,4,4,4,1,4,4,1,1,5,5,3,1,3,4,1,4,4,1,4,3,3,3
26,1, ,22,1,2,Chinese,1,7,5,2,6,4,7,7,6,6,2,6,6,2,5,7,0,0,1,0,0,0,0,0,1,316.575,3,3,3,4,3,3,4,2,1,1,299.77, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,1,1,0, ,4,4,4,4,5,2,4,4,2,2,4,4,4,2,4,4,2,4,4,1,4,4,4,3
27,1, ,22,1,1,Greek/Australian,2,6,6,2,2,2,6,6,5,4,1,5,6,2,4,6,1,1,1,1,2,0,1,0,1,317.07,3,3,2,0,0,0,0,0,1,1,308.423, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0, ,4,4,3,4,4,2,4,4,2,2,4,4,3,2,3,3,2,3,2,3,4,4,3,3
29,1, ,21,0,2,New Zealand,1,7,7,1,1,1,6,6,6,7,2,4,6,3,4,7,2,1,0,1,0,0,1,0,1,317.907,1,2,1,0,0,0,1,0,1,1,282.659, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0, ,4,5,4,4,4,2,4,4,4,2,4,3,2,4,4,4,2,4,5,2,4,2,4,2
31,1, ,18,0,1,Australian,1,5,4,2,2,4,4,5,5,5,3,3,6,3,2,5,0,0,1,0,1,0,0,0,1,318.627,1,2,1,0,0,0,0,0,1,1,290.328, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0, ,4,4,4,4,4,2,5,4,2,1,3,3,2,2,3,4,2,2,4,2,2,3,4,4
32,1, ,18,1,1,Australian,1,6,6,4,3,2,7,5,5,6,2,6,4,2,4,4,0,0,0,0,1,0,0,0,1,319.525,0,1,0,0,0,0,0,0,1,1,295.442, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0, ,2,3,2,2,4,3,4,4,3,2,2,3,4,3,2,3,3,1,3,3,3,2,1,4
33,1, ,20,0,1,Australian,1,7,7,2,1,4,6,6,6,6,2,5,5,2,1,7,1,0,1,0,0,0,1,0,1,320.133,1,2,1,0,0,0,0,0,1,1,297.276, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0, ,4,4,5,4,4,2,1,4,2,2,4,2,1,2,2,2,4,2,4,2,4,4,2,5
34,1, ,18,1,1,Australian,1,7,4,1,1,1,7,6,6,7,2,6,7,1,4,6,1,0,0,0,0,0,0,0,1,321.127,4,4,3,1,1,3,1,1,1,1,299.178, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,0,0,0, ,4,4,4,5,3,2,4,4,2,1,4,4,1,4,5,5,2,5,5,1,4,4,4,2
35,1, ,21,1,2,Indian,1,6,5,2,2,3,6,5,4,5,2,6,3,4,3,4,2,2,1,2,1,1,1,2,1,322.838,2,4,3,1,1,1,2,1,1,1,334.105, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,2,1, ,4,5,4,5,4,2,4,4,2,3,4,3,3,3,4,3,2,3,3,3,4,4,3,4
36,1, ,20,1,2,Singaporean,1,4,4,3,3,2,5,5,5,5,3,4,4,4,2,4,1,1,1,1,1,1,1,1,1,322.966,2,2,1,1,1,1,1,1,1,1,302.517, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1, ,4,4,4,4,4,2,4,4,2,2,4,4,4,4,3,3,3,4,3,2,3,3,2,3
37,1, ,21,0,5,Ecuadorian,1,6,5,1,2,1,7,6,5,6,2,4,7,2,2,7,0,0,1,1,0,0,0,0,1,323.275,2,1,1,0,1,0,0,0,1,1,282.943, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0, ,1,2,3,3,2,2,3,4,4,4,3,1,1,3,3,4,3,4,3,2,4,4,3,3
38,1, ,18,1,1,South African,1,6,5,3,1,5,7,6,4,7,2,5,4,2,2,7,0,0,1,0,0,0,0,0,1,325.525,1,0,1,0,1,0,0,0,1,1,295.242, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0, ,4,4,4,5,4,2,3,2,3,5,3,2,3,3,3,4,2,2,2,2,3,1,1,4
40,1, ,18,1,1,Australian,1,5,5,3,1,4,6,6,5,5,2,4,4,3,3,4,0,0,0,0,0,0,0,0,1,326.707,2,2,2,0,1,1,0,0,1,1,303.82, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0, ,3,4,4,5,4,2,4,4,3,2,2,3,2,2,4,4,3,5,3,3,4,4,3,3
43,1, ,21,0,1,Australian,2,6,5,2,2,4,5,5,4,2,1,4,5,3,4,5,0,0,1,0,0,0,0,1,1,331.158,1,2,1,1,0,1,2,1,1,1,315.206, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0, ,4,4,4,5,4,4,4,2,2,2,4,4,1,2,4,4,2,2,4,2,4,4,4,3
44,1, ,22,1,5,Australian,2,5,6,2,1,4,5,6,5,1,2,5,5,4,3,4,1,0,1,1,1,1,1,2,1,331.96,1,2,1,1,0,0,0,0,1,1,283.5, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1, ,4,3,3,3,3,3,4,4,3,3,3,3,2,2,5,5,1,5,3,1,4,4,4,1
45,1, ,22,0,5,Ecuadorian,2,5,6,2,5,1,6,7,7,7,1,7,7,1,4,5,1,1,1,3,2,0,1,0,1,341.205,2,1,1,0,0,0,0,0,1,1,301.005, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0, ,2,4,2,4,3,3,4,4,4,2,2,2,1,2,5,5,1,4,4,2,4,3,4,2
47,1, ,23,0,2,South Korean,1,4,5,3,2,5,5,5,5,4,3,2,5,2,4,5,1,2,2,1,1,1,1,1,1,346.909,2,3,2,2,1,1,1,2,1,1,298.394, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1, ,4,4,3,2,2,4,4,2,4,4,2,2,2,2,4,2,2,2,4,3,4,4,4,3
48,1, ,18,1,2,Australian,1,6,6,4,5,3,6,5,4,6,2,6,4,5,2,6,0,0,0,0,0,0,0,0,1,352.408,2,2,2,1,1,1,1,1,1,1,294.221, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0, ,2,3,2,4,3,3,4,4,3,2,2,2,1,3,4,5,2,5,3,2,4,4,4,2
49,1, ,19,1,1,Australian,1,5,6,2,1,4,5,6,5,5,1,4,5,2,1,4,2,0,0,1,1,0,0,0,1,378.096,3,4,3,0,0,0,0,0,1,1,296.747, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0, ,4,4,4,4,4,2,4,4,2,2,4,4,3,4,3,4,3,3,3,2,4,2,2,3
50,1, ,18,0,1,Australian,2,6,4,2,3,4,5,5,6,7,3,6,5,3,2,5,2,2,2,2,1,1,2,2,1,457.767,2,2,2,2,2,2,2,2,1,1,282.056, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,2, ,5,5,5,5,5,2,5,5,2,2,5,5,2,5,3,5,2,5,2,3,5,2,3,3
51,1, ,21,0,1,Australian,2,5,5,3,3,4,5,5,4,5,3,4,4,4,3,5,1,1,0,1,1,0,0,0,1,631.768,1,1,2,0,0,1,0,0,1,1,321.745, , , , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0, ,4,4,4,3,3,3,4,4,3,3,2,4,2,3,3,3,2,2,3,3,3,4,4,3
52,1, ,20,0,1,Australian,2,6,6,2,1,1,6,6,5,7,1,4,5,2,2,6,1,0,0,0,1,0,0,1,1,198.72,1,2,2,0,0,1,0,0,2, , ,2,122.038, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,0,0,1,0,1, ,3,3,4,4,4,2,4,4,2,3,4,3,2,4,3,4,2,2,4,2,3,2,3,3
53,1, ,22,1,1,Australian,2,4,6,3,2,4,7,5,6,6,3,5,6,2,6,6,1,1,1,0,0,0,0,0,1,212.226,3,3,3,2,3,3,2,2,2, , ,2,34.985, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,2,2, ,5,4,4,4,4,2,4,4,2,2,5,4,1,4,3,5,2,5,4,1,4,4,5,2
55,1, ,22,0,1,Australian,1,5,5,2,1,2,4,4,5,3,2,4,4,1,1,4,0,0,0,0,0,0,0,0,1,302.395,0,0,0,0,0,0,0,0,2, , ,2,283.375, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,4,2,2,2,5,5,1,5,5,1,2,5,5,3,5,3,4,3,3,2,3,4,4,3,4
56,1, ,20,0,1,Aus,1,6,6,2,2,2,5,5,6,6,2,6,6,3,5,6,0,1,1,0,1,0,0,0,1,306.695,1,2,2,2,2,2,1,1,2, , ,2,292.991, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0,1,0,4,4,4,4,4,3,4,4,4,4,3,3,3,2,2,5,4,2,4,4,2,4,4,4,2
57,1, ,18,0,1,Australian,1,6,6,2,2,2,6,6,6,2,2,6,6,2,2,4,0,0,0,0,0,0,0,0,1,306.807,1,1,0,1,2,1,0,0,2, , ,2,283.64, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,1,2,5,4,4,3,4,4,2,2,4,2,1,4,4,3,3,2,2,3,3,3,4,3,3,2,3
58,1, ,19,1,2,China,1,5,5,2,3,3,4,5,5,4,2,4,4,5,3,4,1,0,1,0,0,0,0,0,1,307.067,1,1,1,0,0,0,1,0,2, , ,2,294.626, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,4,4,3,3,4,4,2,4,4,3,2,3,3,2,3,2,4,3,3,2,2,3,3,3,3
59,1, ,23,1,1,Australian,2,6,6,2,1,2,5,5,6,6,1,5,5,1,5,5,0,0,0,0,0,0,0,0,1,307.835,2,3,1,1,0,0,1,0,2, , ,2,305.863, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,0,1,0,0,5,3,4,4,4,4,1,4,4,2,3,4,3,3,3,3,4,2,4,3,2,4,3,3,3
60,1, ,19,1,1,Australian,1,5,4,2,1,3,6,7,5,5,1,3,5,1,4,5,0,0,0,0,0,0,0,0,1,308.542,3,4,3,0,1,3,3,0,2, , ,2,295.674, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,2,0,0,4,4,4,4,4,3,3,2,4,2,2,4,1,1,1,4,5,2,4,4,2,5,5,4,2
61,1, ,23,0,1,Australian,2,4,4,3,4,2,4,4,4,4,1,4,4,3,2,4,0,0,0,0,0,0,0,0,1,309.426,3,3,3,1,2,1,1,0,2, , ,2,294.523, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,0,0,0,0, ,2,3,5,4,3,3,4,4,3,2,3,4,2,2,4,5,1,4,3,1,4,5,5,1
62,1, ,18,1,1,Australian,1,6,5,3,1,2,5,5,5,5,2,4,5,2,1,2,0,0,0,0,0,0,0,0,1,309.915,0,1,1,0,0,0,0,0,2, , ,2,281.569, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,4,4,4,3,3,4,3,4,4,3,3,3,4,4,4,2,3,3,2,3,4,4,3,3,4
63,1, ,18,0,1,Australian,1,6,6,3,1,4,5,6,5,4,3,4,6,1,4,5,1,0,0,1,1,0,0,0,1,310.548,3,4,3,2,1,0,0,0,2, , ,2,280.749, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,3,3,3,2,1,5,4,4,4,4,4,2,4,5,2,1,4,3,1,4,4,3,3,2,2,3,4,3,4,3
64,1, ,20,1,1,Australian,2,2,4,7,4,3,5,5,4,5,4,4,3,5,2,4,0,0,0,1,1,0,1,2,1,310.735,1,1,1,2,1,1,2,2,2, , ,2,299.972, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,1,4,4,4,4,5,4,2,4,4,2,2,4,4,2,4,2,3,3,4,2,3,5,4,2,4
65,1, ,18,0,1,English,1,5,6,2,2,2,5,5,5,5,2,4,5,3,2,4,1,0,0,0,0,0,0,0,1,310.812,2,3,2,1,2,1,2,1,2, , ,2,297.441, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,2,3,3,5,3,2,2,4,4,2,4,4,2,3,4,4,2,3,4,4,2,3,3,2,4,3,2,4
66,1, ,20,1,1,Australian,2,4,5,5,2,2,4,5,4,3,1,6,4,3,2,5,2,1,2,0,1,0,0,0,1,311.237,3,2,2,0,1,1,0,0,2, , ,2,155.897, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,0,0,0, ,4,2,4,4,4,2,3,3,2,1,2,3,1,2,4,4,2,3,4,2,4,5,4,3
67,1, ,19,1,1,Australian,1,5,5,3,4,3,5,4,5,4,2,4,5,6,3,6,0,0,1,0,0,1,0,0,1,311.365,1,2,1,0,0,1,0,0,2, , ,2,293.09, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,4,4,4,4,4,5,1,4,4,1,1,4,4,2,1,4,4,2,5,4,1,4,5,4,2
70,1, ,19,1,2,Hong Kong,1,5,7,1,3,6,7,7,4,4,4,5,4,4,6,6,0,0,0,0,0,0,0,0,1,313.936,2,3,2,1,1,2,1,1,2, , ,2,285.074, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,0,0,0,0,4,2,3,5,4,3,2,5,5,3,1,3,4,3,4,4,4,2,4,4,1,3,5,4,3
71,1, ,18,1,1,Australian,2,7,5,2,2,2,5,6,5,5,2,5,7,2,4,5,0,1,0,1,0,0,0,0,1,314.358,3,4,1,0,1,2,0,1,2, , ,2,474.857, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,2,5,5,5,5,5,2,4,4,2,2,4,4,2,2,4,4,2,4,4,2,4,4,4,4
72,1, ,18,0,1,Australia,1,6,5,2,3,4,5,5,5,6,4,5,5,3,6,5,0,0,0,0,0,0,1,0,1,314.407,1,2,2,1,2,1,2,0,2, , ,2,299.138, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,0,4,4,4,4,4,4,2,5,4,2,3,4,4,2,2,4,4,2,4,4,2,4,4,4,2
73,1, ,24,1,1,Australian,2,7,5,2,1,1,6,6,6,6,1,6,6,1,4,5,0,0,0,0,0,0,0,0,1,314.416,2,2,2,1,1,1,2,1,2, , ,2,282.135, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,4,1,4,4,4,4,1,4,5,4,3,4,1,1,2,5,5,1,5,3,1,5,5,5,1
74,1, ,21,0,2,Australian,1,4,5,2,1,2,4,4,4,2,1,4,5,3,1,4,1,0,0,0,0,0,0,0,1,314.587,1,2,1,0,0,0,1,0,2, , ,2,289.897, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,4,3,5,4,5,5,1,5,5,2,2,3,4,3,4,3,3,1,5,3,2,5,3,2,5
75,1, ,23,1,1,Norwegian,1,7,6,1,1,3,7,6,6,4,2,5,5,2,4,6,0,0,0,0,1,0,0,0,1,314.849,0,1,1,0,0,0,0,0,2, , ,2,301.694, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,4,4,4,4,4,4,2,4,4,2,3,4,4,1,4,3,4,2,3,3,2,4,4,4,3
76,1, ,23,1,1,French,1,4,6,3,2,2,6,5,4,3,1,5,3,2,1,4,0,0,0,0,0,0,0,0,1,315.924,2,1,1,0,1,0,0,0,2, , ,2,294.786, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,0,0,0,4,2,2,4,3,1,4,3,4,4,4,2,2,3,4,3,3,4,2,2,4,2,2,2,4
77,1, ,21,1,1,Australian,2,6,6,2,4,5,7,4,4,2,1,6,5,3,4,6,4,2,3,2,4,1,4,3,1,317.881,4,4,3,4,2,2,3,3,2, , ,2,297.72, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,3,2,3,2,4,5,5,5,5,5,1,5,5,1,1,5,5,2,3,3,3,2,2,4,2,3,5,5,3
78,1, ,20,1,1,Australian,1,4,5,2,2,2,5,4,3,5,2,5,4,2,2,2,0,0,0,0,0,0,0,0,1,320.207,1,1,1,0,0,0,0,0,2, , ,2,283.423, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,0,3,4,4,4,4,4,2,4,4,2,2,4,4,3,4,2,2,3,3,2,3,3,2,2,3
79,1, ,25,1,1,Australia,1,4,5,1,3,4,6,4,5,4,3,5,4,4,5,7,1,0,0,0,1,0,0,0,1,320.385,4,4,0,0,0,1,0,0,2, , ,2,294.869, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,3,4,3,5,5,4,4,3,4,2,2,4,3,2,4,4,4,2,4,4,2,3,4,4,2
80,1, ,18,1,2,thai,1,6,5,4,5,5,6,6,5,5,4,2,4,3,3,3,0,0,1,0,0,0,0,0,1,321.361,2,2,1,1,2,1,3,0,2, , ,2,292.309, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,0,0,4,4,4,5,5,4,2,4,5,2,2,4,4,4,4,3,2,2,4,4,2,3,2,2,4
82,1, ,22,1,1,australian,1,6,4,2,2,5,4,6,5,4,2,4,4,3,2,4,1,0,0,1,1,0,0,0,1,321.572,2,3,2,1,1,1,1,0,2, , ,2,298.645, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,3,3,2,4,2,2,4,3,4,4,3,2,2,2,2,3,4,2,3,3,2,4,4,4,2
83,1, ,21,1,1,Australian,2,7,5,1,1,4,7,6,6,7,2,7,5,2,2,5,0,0,0,0,0,0,0,0,1,321.74,0,0,0,0,0,0,0,0,2, , ,2,302.369, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0, ,4,5,5,5,5,1,5,5,5,1,5,5,2,4,5,5,1,5,4,1,5,5,5,4
84,1, ,18,0,1,Australian,1,6,6,2,2,2,7,6,6,4,3,5,4,2,2,4,1,1,1,1,1,1,1,1,1,322.986,1,1,2,2,2,2,1,2,2, , ,2,294.006, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,2,2,4,3,4,4,3,4,2,4,4,2,3,3,3,3,5,3,3,3,3,3,3,3,3,2,2
85,1, ,21,1,1,Ecuadorian,1,6,6,2,2,2,6,6,6,6,2,7,6,3,2,6,2,1,1,1,0,0,1,1,1,323.22,3,3,2,1,1,0,1,1,2, , ,2,296.09, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,0,0,1,1,4,2,4,4,4,4,2,4,4,3,2,3,4,3,2,4,4,2,4,4,2,3,4,4,3
86,1, ,18,1,2,South Korean,1,6,7,1,4,4,7,6,7,7,2,4,7,4,6,6,0,0,1,0,0,0,0,0,1,325.876,1,3,2,1,0,0,1,1,2, , ,2,296.95, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,2,0,2,1,4,3,4,4,4,5,1,4,5,1,4,4,2,2,1,4,4,1,3,5,1,3,5,5,3
87,1, ,18,1,2,Chinese,1,7,5,3,4,4,5,5,5,5,4,3,4,4,3,5,0,0,0,0,0,0,0,0,1,326.122,1,2,1,1,0,1,0,0,2, , ,2,299.98, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,0,0,0,0,4,4,4,4,4,3,2,4,5,4,2,2,2,2,2,4,4,2,4,3,1,4,4,4,3
88,1, ,21,1,2,Chinese,1,4,7,2,6,1,7,7,7,7,1,5,7,2,4,7,0,0,0,0,0,0,0,0,1,326.655,1,3,0,1,1,0,1,0,2, , ,2,293.548, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,0,0,0,0,0,4,4,4,4,4,3,2,4,4,2,2,4,3,2,2,4,4,2,4,4,2,4,4,4,2
89,1, ,19,1,1,Australian-British,1,6,5,2,1,4,7,5,5,5,2,5,4,1,5,3,2,2,2,3,3,3,1,0,1,330.739,2,1,0,0,1,1,0,0,2, , ,2,281.662, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,0,4,3,4,5,5,5,1,5,5,1,1,4,4,4,4,3,3,3,1,1,4,2,2,1,3
90,1, ,21,0,1,Australian,1,6,5,3,7,2,5,5,5,5,2,4,4,3,2,4,1,0,0,0,1,1,0,0,1,331.442,1,1,1,0,0,0,0,0,2, , ,2,296.448, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,1,0,0,0,5,2,2,2,3,3,3,3,4,3,2,2,2,3,3,3,3,2,3,3,2,4,3,3,3
91,1, ,18,1,1,Australian,1,4,4,3,2,5,5,5,5,5,4,4,4,4,2,5,1,0,2,2,2,0,1,1,1,332.029,2,2,2,2,2,1,3,1,2, , ,2,292.733, , , , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,1,3,4,5,4,5,5,2,5,4,2,1,4,5,3,4,3,2,2,3,4,4,2,2,2,4
